order_id,store_id,store_name,neighborhood,store_type,order_datetime,date,day_of_week,hour,customer_id,item_name,item_category,size,quantity,unit_price,total_price,temperature_type,customizations,milk_type,order_channel,payment_type,wait_time_minutes,customer_rating,local_event_flag,weather_condition,temperature_f
ORD0010039,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-03-21 07:50:10,2024-03-21,Thursday,7,C002447,Bacon Gouda Sandwich,Breakfast,One Size,1,5.25,5.25,hot,Extra whip,N/A,Mobile Order,Cash,7,5,No,Overcast,65
ORD0010040,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-11-06 15:18:42,2024-11-06,Wednesday,15,C005564,Iced Americano,Iced Espresso,Grande,1,4.15,4.15,cold,Extra whip,Nonfat Milk,In-store,Starbucks App,5,4,No,Partly Cloudy,64
ORD0010041,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-29 15:51:18,2024-08-29,Thursday,15,C002132,Cappuccino,Hot Espresso,Venti,1,5.25,5.25,hot,Extra whip,Oat Milk,In-store,Starbucks App,4,4,No,Sunny,84
ORD0010042,SD006,Starbucks - UTC Westfield,UTC,mall,2024-05-11 01:43:59,2024-05-11,Saturday,1,C000159,Cake Pop,Bakery,One Size,1,3.95,3.95,cold,Half-caf,N/A,In-store,Mobile Pay,3,3,No,Overcast,69
ORD0010043,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-09-09 11:46:55,2024-09-09,Monday,11,C003880,Cold Brew Coffee,Iced Espresso,Tall,1,4.25,4.25,cold,Extra shot,Coconut Milk,In-store,Starbucks App,3,4,Yes,Sunny,81
ORD0010044,SD005,Starbucks - North Park,North Park,suburban,2024-10-24 20:00:30,2024-10-24,Thursday,20,C002549,Pike Place Roast,Brewed Coffee,Short,2,2.45,4.9,hot,Extra shot,Coconut Milk,In-store,Mobile Pay,1,4,No,Partly Cloudy,73
ORD0010045,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-09-20 01:20:03,2024-09-20,Friday,1,C000835,Caramel Macchiato,Hot Espresso,Venti,1,6.25,6.25,hot,Light ice,Nonfat Milk,Drive-thru,Credit Card,2,5,No,Marine Layer,72
ORD0010046,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-10-30 22:41:24,2024-10-30,Wednesday,22,C003552,Flat White,Hot Espresso,Grande,1,5.75,5.75,hot,No whip,Nonfat Milk,Mobile Order,Debit Card,3,5,No,Sunny,78
ORD0010047,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-03-09 09:42:55,2024-03-09,Saturday,9,C004854,Chai Tea Latte,Hot Tea,Grande,1,5.25,5.25,hot,Light ice,Oat Milk,In-store,Credit Card,8,5,No,Overcast,67
ORD0010048,SD005,Starbucks - North Park,North Park,suburban,2024-12-08 09:23:53,2024-12-08,Sunday,9,C003995,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,hot,Extra syrup,Oat Milk,Mobile Order,Mobile Pay,7,4,No,Overcast,64
ORD0010049,SD005,Starbucks - North Park,North Park,suburban,2024-12-07 21:10:36,2024-12-07,Saturday,21,C006211,Pumpkin Spice Latte,Hot Espresso,Tall,2,5.45,10.9,hot,Extra syrup,Nonfat Milk,Mobile Order,Starbucks App,1,5,No,Overcast,60
ORD0010050,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-11-03 22:40:12,2024-11-03,Sunday,22,C003486,Iced Chai Tea Latte,Iced Tea,Grande,1,5.45,5.45,cold,Half-caf,Oat Milk,Mobile Order,Starbucks App,4,5,No,Sunny,68
ORD0010051,SD005,Starbucks - North Park,North Park,suburban,2024-04-29 01:56:00,2024-04-29,Monday,1,C001570,Cappuccino,Hot Espresso,Venti,3,5.25,15.75,hot,Extra syrup,Nonfat Milk,Mobile Order,Mobile Pay,3,5,No,Sunny,71
ORD0010052,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-10-22 05:39:04,2024-10-22,Tuesday,5,C000116,Bacon Gouda Sandwich,Breakfast,One Size,1,5.25,5.25,hot,Half-caf,N/A,In-store,Mobile Pay,2,4,No,Partly Cloudy,71
ORD0010053,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-01-22 04:13:09,2024-01-22,Monday,4,C003609,Caffe Americano,Hot Espresso,Tall,1,3.45,3.45,hot,No whip,2% Milk,In-store,Mobile Pay,4,5,No,Overcast,62
ORD0010054,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-14 07:22:09,2024-02-14,Wednesday,7,C000698,Caffe Latte,Hot Espresso,Tall,2,4.45,8.9,hot,Extra syrup,Whole Milk,Drive-thru,Starbucks App,8,5,No,Marine Layer,58
ORD0010055,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-08-19 12:18:17,2024-08-19,Monday,12,C003513,Caramel Frappuccino,Frappuccino,Grande,1,5.75,5.75,cold,Light ice,Coconut Milk,Drive-thru,Credit Card,5,5,No,Partly Cloudy,76
ORD0010056,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-10-14 10:07:56,2024-10-14,Monday,10,C003347,Blonde Roast,Brewed Coffee,Tall,1,2.95,2.95,hot,Decaf,Nonfat Milk,Drive-thru,Starbucks App,2,4,No,Sunny,77
ORD0010057,SD005,Starbucks - North Park,North Park,suburban,2024-01-13 16:13:31,2024-01-13,Saturday,16,C005121,Cappuccino,Hot Espresso,Tall,3,4.45,13.35,hot,Oat milk swap,Nonfat Milk,In-store,Starbucks App,3,5,No,Partly Cloudy,62
ORD0010058,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-07-30 11:41:21,2024-07-30,Tuesday,11,C007547,Iced Americano,Iced Espresso,Grande,1,4.15,4.15,cold,Light ice,Almond Milk,In-store,Starbucks App,4,5,No,Sunny,78
ORD0010059,SD005,Starbucks - North Park,North Park,suburban,2024-09-28 17:59:26,2024-09-28,Saturday,17,C000212,Pink Drink,Refresher,Trenta,2,6.25,12.5,cold,Extra shot,2% Milk,Drive-thru,Cash,5,5,No,Sunny,81
ORD0010060,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-09 01:21:41,2024-01-09,Tuesday,1,C002279,Butter Croissant,Bakery,One Size,1,3.45,3.45,hot,Sugar-free syrup,N/A,Drive-thru,Starbucks App,3,4,Yes,Light Rain,56
ORD0010061,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-05 10:26:27,2024-02-05,Monday,10,C005428,Bacon Gouda Sandwich,Breakfast,One Size,1,5.25,5.25,hot,Extra whip,N/A,Drive-thru,Credit Card,3,5,No,Overcast,62
ORD0010062,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-04 04:46:36,2024-02-04,Sunday,4,C003386,Bacon Gouda Sandwich,Breakfast,One Size,1,5.25,5.25,hot,No customization,N/A,In-store,Cash,2,5,No,Partly Cloudy,61
ORD0010063,SD006,Starbucks - UTC Westfield,UTC,mall,2024-08-29 19:22:05,2024-08-29,Thursday,19,C005721,Cappuccino,Hot Espresso,Grande,1,4.95,4.95,hot,Decaf,Whole Milk,In-store,Cash,2,4,No,Partly Cloudy,80
ORD0010064,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-10-02 15:39:19,2024-10-02,Wednesday,15,C006817,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,Sugar-free syrup,N/A,Mobile Order,Mobile Pay,5,4,No,Sunny,75
ORD0010065,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-09-30 22:54:46,2024-09-30,Monday,22,C006114,Mango Dragonfruit Refresher,Refresher,Trenta,1,5.95,5.95,cold,Sugar-free syrup,Whole Milk,Mobile Order,Starbucks App,6,5,No,Sunny,81
ORD0010066,SD006,Starbucks - UTC Westfield,UTC,mall,2024-12-28 19:49:34,2024-12-28,Saturday,19,C003968,Pike Place Roast,Brewed Coffee,Venti,2,3.95,7.9,hot,No whip,Oat Milk,Drive-thru,Cash,3,4,Yes,Marine Layer,61
ORD0010067,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-06-25 20:07:09,2024-06-25,Tuesday,20,C005778,Caramel Frappuccino,Frappuccino,Grande,1,5.75,5.75,cold,Extra whip,Almond Milk,Drive-thru,Debit Card,5,5,No,Marine Layer,72
ORD0010068,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-01-15 09:02:52,2024-01-15,Monday,9,C001181,Caramel Frappuccino,Frappuccino,Venti,3,6.25,18.75,cold,Extra whip,Nonfat Milk,In-store,Credit Card,7,3,No,Sunny,65
ORD0010069,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-10-30 12:20:37,2024-10-30,Wednesday,12,C007270,Blueberry Muffin,Bakery,One Size,3,3.25,9.75,hot,Decaf,N/A,Drive-thru,Credit Card,3,5,No,Light Rain,68
ORD0010070,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-27 13:43:39,2024-01-27,Saturday,13,C005192,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,Extra shot,N/A,Mobile Order,Debit Card,4,3,No,Partly Cloudy,62
ORD0010071,SD005,Starbucks - North Park,North Park,suburban,2024-12-16 20:31:21,2024-12-16,Monday,20,C004637,Nitro Cold Brew,Iced Espresso,Grande,1,5.75,5.75,cold,Sugar-free syrup,2% Milk,In-store,Credit Card,6,5,No,Sunny,68
ORD0010072,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-12-04 04:48:48,2024-12-04,Wednesday,4,C003765,Spinach Feta Wrap,Breakfast,One Size,1,5.25,5.25,hot,Light ice,N/A,Drive-thru,Credit Card,3,5,No,Partly Cloudy,63
ORD0010073,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-12-15 23:52:50,2024-12-15,Sunday,23,C002049,Cold Brew Coffee,Iced Espresso,Venti,1,5.25,5.25,cold,Decaf,Oat Milk,In-store,Starbucks App,6,4,No,Partly Cloudy,62
ORD0010074,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-02-11 10:04:49,2024-02-11,Sunday,10,C002249,Blonde Roast,Brewed Coffee,Short,3,2.45,7.35,hot,No customization,Coconut Milk,Drive-thru,Credit Card,1,5,No,Partly Cloudy,63
ORD0010075,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-10-16 09:30:28,2024-10-16,Wednesday,9,C002054,Caramel Macchiato,Hot Espresso,Grande,1,5.75,5.75,hot,Sugar-free syrup,Nonfat Milk,In-store,Credit Card,8,4,No,Partly Cloudy,71
ORD0010076,SD005,Starbucks - North Park,North Park,suburban,2024-11-02 06:22:56,2024-11-02,Saturday,6,C001083,Spinach Feta Wrap,Breakfast,One Size,2,5.25,10.5,hot,Half-caf,N/A,Mobile Order,Cash,4,4,No,Partly Cloudy,67
ORD0010077,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-12-20 18:18:56,2024-12-20,Friday,18,C007131,Blueberry Muffin,Bakery,One Size,3,3.25,9.75,hot,No whip,N/A,In-store,Starbucks App,3,4,No,Partly Cloudy,59
ORD0010078,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-02-24 15:57:01,2024-02-24,Saturday,15,C002167,Blonde Roast,Brewed Coffee,Grande,1,3.45,3.45,hot,Half-caf,Whole Milk,Mobile Order,Mobile Pay,4,4,No,Marine Layer,63
ORD0010079,SD005,Starbucks - North Park,North Park,suburban,2024-08-15 00:29:41,2024-08-15,Thursday,0,C007498,Vanilla Bean Frappuccino,Frappuccino,Venti,2,5.95,11.9,cold,Oat milk swap,2% Milk,Drive-thru,Credit Card,1,5,No,Sunny,79
ORD0010080,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-12-19 04:06:25,2024-12-19,Thursday,4,C004404,Pumpkin Spice Latte,Hot Espresso,Grande,1,5.95,5.95,hot,Sugar-free syrup,Almond Milk,Mobile Order,Mobile Pay,3,4,No,Marine Layer,54
ORD0010081,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-06-11 18:32:40,2024-06-11,Tuesday,18,C007693,Mocha Frappuccino,Frappuccino,Tall,2,5.25,10.5,cold,Light ice,Whole Milk,Drive-thru,Mobile Pay,4,5,No,Partly Cloudy,74
ORD0010082,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-06-21 04:37:47,2024-06-21,Friday,4,C007932,Cold Brew Coffee,Iced Espresso,Venti,1,5.25,5.25,cold,Extra shot,Almond Milk,In-store,Debit Card,6,4,No,Sunny,78
ORD0010083,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-09 07:03:57,2024-01-09,Tuesday,7,C001698,Blueberry Muffin,Bakery,One Size,1,3.25,3.25,hot,Oat milk swap,N/A,In-store,Debit Card,6,5,No,Sunny,62
ORD0010084,SD006,Starbucks - UTC Westfield,UTC,mall,2024-10-27 17:38:17,2024-10-27,Sunday,17,C000901,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,No customization,N/A,In-store,Credit Card,2,5,No,Sunny,75
ORD0010085,SD006,Starbucks - UTC Westfield,UTC,mall,2024-11-02 19:11:26,2024-11-02,Saturday,19,C000932,Pumpkin Spice Latte,Hot Espresso,Tall,1,5.45,5.45,hot,Extra shot,Almond Milk,Mobile Order,Mobile Pay,3,4,No,Overcast,67
ORD0010086,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-08-18 13:22:06,2024-08-18,Sunday,13,C007898,Iced Matcha Tea Latte,Iced Tea,Venti,1,5.95,5.95,cold,No customization,Whole Milk,Mobile Order,Starbucks App,5,5,No,Sunny,82
ORD0010087,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-09-23 10:53:31,2024-09-23,Monday,10,C005187,Iced Latte,Iced Espresso,Tall,1,4.65,4.65,cold,Oat milk swap,Coconut Milk,Drive-thru,Mobile Pay,4,4,No,Sunny,78
ORD0010088,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-08-20 00:05:44,2024-08-20,Tuesday,0,C004517,Cappuccino,Hot Espresso,Venti,1,5.25,5.25,hot,Extra syrup,Almond Milk,Mobile Order,Debit Card,3,5,No,Sunny,84
ORD0010089,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-05-11 15:04:17,2024-05-11,Saturday,15,C005627,Mocha Frappuccino,Frappuccino,Venti,1,6.25,6.25,cold,Decaf,Whole Milk,In-store,Credit Card,4,5,No,Overcast,69
ORD0010090,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-06-16 17:22:51,2024-06-16,Sunday,17,C007710,Strawberry Acai Refresher,Refresher,Tall,1,4.25,4.25,cold,Extra whip,Nonfat Milk,In-store,Mobile Pay,4,5,No,Sunny,79
ORD0010091,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-05-01 08:14:05,2024-05-01,Wednesday,8,C006926,Flat White,Hot Espresso,Grande,1,5.75,5.75,hot,Half-caf,Oat Milk,In-store,Mobile Pay,8,4,No,Partly Cloudy,70
ORD0010092,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-03-28 19:57:19,2024-03-28,Thursday,19,C005681,Blonde Roast,Brewed Coffee,Short,1,2.45,2.45,hot,Light ice,Whole Milk,In-store,Mobile Pay,2,5,No,Overcast,68
ORD0010093,SD005,Starbucks - North Park,North Park,suburban,2024-12-23 21:21:08,2024-12-23,Monday,21,C005187,Caramel Macchiato,Hot Espresso,Venti,1,6.25,6.25,hot,No customization,Whole Milk,Drive-thru,Cash,3,4,No,Partly Cloudy,58
ORD0010094,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-05-26 02:23:09,2024-05-26,Sunday,2,C001275,Vanilla Latte,Hot Espresso,Venti,1,5.95,5.95,hot,Sugar-free syrup,Coconut Milk,In-store,Credit Card,3,5,No,Partly Cloudy,68
ORD0010095,SD005,Starbucks - North Park,North Park,suburban,2024-06-21 02:06:44,2024-06-21,Friday,2,C003522,Nitro Cold Brew,Iced Espresso,Tall,2,5.25,10.5,cold,Extra shot,Oat Milk,Drive-thru,Cash,1,4,No,Partly Cloudy,72
ORD0010096,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-07-23 15:22:54,2024-07-23,Tuesday,15,C001125,Caramel Macchiato,Hot Espresso,Tall,1,5.25,5.25,hot,Light ice,Oat Milk,Mobile Order,Credit Card,4,4,No,Partly Cloudy,73
ORD0010097,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-07-12 03:58:02,2024-07-12,Friday,3,C007060,Iced Chai Tea Latte,Iced Tea,Venti,2,5.95,11.9,cold,No customization,Almond Milk,In-store,Starbucks App,4,3,No,Partly Cloudy,74
